Latitude_left,Longitude_left,Cost_left,Latitude_right,Longitude_right,Cost_right
56.7106376,-111.3147039,16,56.7052322,-111.3147095,15
56.71031909,-111.314126,9,56.70491368,-111.3141317,12
56.71000057,-111.3135481,20,56.70459516,-111.3135539,2
56.70968205,-111.3129703,10,56.70427665,-111.3129762,21
56.70936354,-111.3123924,20,56.70395813,-111.3123984,16
56.70904502,-111.3118146,17,56.70363962,-111.3118207,9
56.7087265,-111.3112368,20,56.7033211,-111.3112429,16
56.70840799,-111.310659,10,56.70300258,-111.3106652,14
56.71509684,-111.3216385,10,56.70969143,-111.3216431,9
56.71477832,-111.3210605,2,56.70937291,-111.3210652,2
56.7144598,-111.3204825,14,56.7090544,-111.3204873,6
56.71414129,-111.3199045,11,56.70873588,-111.3199094,3
56.71382277,-111.3193266,8,56.70841736,-111.3193316,10
56.71350425,-111.3187486,21,56.70809885,-111.3187537,15
56.71318574,-111.3181707,0,56.70778033,-111.3181758,15
56.71286722,-111.3175927,7,56.70746181,-111.317598,15
56.7125487,-111.3170148,13,56.7071433,-111.3170201,7
56.71223019,-111.3164369,5,56.70682478,-111.3164423,0
56.71191167,-111.315859,15,56.70650626,-111.3158645,9
56.71159315,-111.3152811,9,56.70618775,-111.3152866,11
56.71127464,-111.3147032,20,56.70586923,-111.3147088,16
56.71095612,-111.3141253,18,56.70555071,-111.314131,3
56.7106376,-111.3135474,14,56.7052322,-111.3135533,1
56.71031909,-111.3129696,6,56.70491368,-111.3129755,14
56.71000057,-111.3123917,14,56.70459516,-111.3123977,7
56.70968205,-111.3118139,12,56.70427665,-111.31182,1
56.70936354,-111.3112361,19,56.70395813,-111.3112422,13
56.70904502,-111.3106583,13,56.70363962,-111.3106645,9
56.7087265,-111.3100804,14,56.7033211,-111.3100868,1
56.71541535,-111.3210599,5,56.71000995,-111.3210647,0
56.71509684,-111.3204819,21,56.70969143,-111.3204868,7
56.71477832,-111.319904,2,56.70937291,-111.3199089,3
56.7144598,-111.319326,4,56.7090544,-111.319331,20
56.71414129,-111.318748,9,56.70873588,-111.3187531,21
56.71382277,-111.3181701,11,56.70841736,-111.3181752,11
56.71350425,-111.3175921,1,56.70809885,-111.3175973,14
56.71318574,-111.3170142,5,56.70778033,-111.3170195,0
56.71286722,-111.3164363,12,56.70746181,-111.3164416,15
56.7125487,-111.3158583,12,56.7071433,-111.3158638,4
56.71223019,-111.3152804,7,56.70682478,-111.315286,15
56.71191167,-111.3147025,21,56.70650626,-111.3147082,2
56.71159315,-111.3141246,19,56.70618775,-111.3141304,5
56.71127464,-111.3135468,2,56.70586923,-111.3135526,13
56.71095612,-111.3129689,5,56.70555071,-111.3129748,15
56.7106376,-111.312391,21,56.7052322,-111.312397,5
56.71031909,-111.3118132,12,56.70491368,-111.3118192,8
56.71000057,-111.3112353,19,56.70459516,-111.3112415,13
56.70968205,-111.3106575,16,56.70427665,-111.3106637,3
56.70936354,-111.3100797,12,56.70395813,-111.310086,14
56.70904502,-111.3095019,21,56.70363962,-111.3095083,21
56.71573387,-111.3204814,8,56.71032846,-111.3204862,18
56.71541535,-111.3199034,20,56.71000995,-111.3199083,12
56.71509684,-111.3193254,15,56.70969143,-111.3193304,8
56.71477832,-111.3187474,4,56.70937291,-111.3187525,15
56.7144598,-111.3181695,1,56.7090544,-111.3181746,16
56.71414129,-111.3175915,11,56.70873588,-111.3175967,18
56.71382277,-111.3170136,0,56.70841736,-111.3170189,11
56.71350425,-111.3164356,12,56.70809885,-111.316441,19
56.71318574,-111.3158577,9,56.70778033,-111.3158632,20
56.71286722,-111.3152798,18,56.70746181,-111.3152853,6
56.7125487,-111.3147019,3,56.7071433,-111.3147075,8
56.71223019,-111.314124,11,56.70682478,-111.3141297,19
56.71191167,-111.3135461,16,56.70650626,-111.3135519,1
56.71159315,-111.3129682,12,56.70618775,-111.3129741,17
56.71127464,-111.3123903,3,56.70586923,-111.3123963,17
56.71095612,-111.3118125,17,56.70555071,-111.3118185,10
56.7106376,-111.3112346,14,56.7052322,-111.3112408,21
56.71031909,-111.3106568,7,56.70491368,-111.310663,14
56.71000057,-111.310079,6,56.70459516,-111.3100853,8
56.70968205,-111.3095011,20,56.70427665,-111.3095075,9
56.70936354,-111.3089233,4,56.70395813,-111.3089298,19
56.71605238,-111.3199028,11,56.71064698,-111.3199077,18
56.71573387,-111.3193248,6,56.71032846,-111.3193298,2
56.71541535,-111.3187468,7,56.71000995,-111.3187519,17
56.71509684,-111.3181688,10,56.70969143,-111.318174,2
56.71477832,-111.3175909,17,56.70937291,-111.3175961,7
56.7144598,-111.3170129,6,56.7090544,-111.3170182,17
56.71414129,-111.316435,15,56.70873588,-111.3164404,17
56.71382277,-111.315857,4,56.70841736,-111.3158625,8
56.71350425,-111.3152791,13,56.70809885,-111.3152847,1
56.71318574,-111.3147012,16,56.70778033,-111.3147068,14
56.71286722,-111.3141233,20,56.70746181,-111.314129,2
56.7125487,-111.3135454,21,56.7071433,-111.3135512,4
56.71223019,-111.3129675,13,56.70682478,-111.3129734,13
56.71191167,-111.3123896,7,56.70650626,-111.3123956,13
56.71159315,-111.3118118,11,56.70618775,-111.3118178,0
56.71127464,-111.3112339,9,56.70586923,-111.31124,20
56.71095612,-111.3106561,3,56.70555071,-111.3106623,4
56.7106376,-111.3100782,1,56.7052322,-111.3100845,6
56.71031909,-111.3095004,12,56.70491368,-111.3095068,1
56.71000057,-111.3089226,13,56.70459516,-111.308929,13
56.70968205,-111.3083448,5,56.70427665,-111.3083513,13
56.7163709,-111.3193242,0,56.7109655,-111.3193292,14
56.71605238,-111.3187462,7,56.71064698,-111.3187513,8
56.71573387,-111.3181682,8,56.71032846,-111.3181734,21
56.71541535,-111.3175903,14,56.71000995,-111.3175955,3
56.71509684,-111.3170123,11,56.70969143,-111.3170176,7
56.71477832,-111.3164343,14,56.70937291,-111.3164397,14
56.7144598,-111.3158564,3,56.7090544,-111.3158619,18
56.71414129,-111.3152785,20,56.70873588,-111.315284,0
56.71382277,-111.3147005,2,56.70841736,-111.3147062,2
56.71350425,-111.3141226,21,56.70809885,-111.3141283,1
56.71318574,-111.3135447,2,56.70778033,-111.3135505,1
56.71286722,-111.3129668,0,56.70746181,-111.3129727,19
56.7125487,-111.3123889,21,56.7071433,-111.3123949,15
56.71223019,-111.311811,7,56.70682478,-111.3118171,1
56.71191167,-111.3112332,7,56.70650626,-111.3112393,12
56.71159315,-111.3106553,7,56.70618775,-111.3106615,21
56.71127464,-111.3100775,5,56.70586923,-111.3100838,5
56.71095612,-111.3094996,7,56.70555071,-111.309506,8
56.7106376,-111.3089218,8,56.7052322,-111.3089283,15
56.71031909,-111.308344,21,56.70491368,-111.3083505,12
56.71000057,-111.3077662,0,56.70459516,-111.3077728,1
56.71668942,-111.3187456,21,56.71128401,-111.3187507,21
56.7163709,-111.3181676,10,56.7109655,-111.3181728,1
56.71605238,-111.3175896,16,56.71064698,-111.3175949,16
56.71573387,-111.3170117,19,56.71032846,-111.317017,3
56.71541535,-111.3164337,18,56.71000995,-111.3164391,20
56.71509684,-111.3158557,12,56.70969143,-111.3158612,12
56.71477832,-111.3152778,21,56.70937291,-111.3152834,21
56.7144598,-111.3146999,16,56.7090544,-111.3147055,19
56.71414129,-111.3141219,21,56.70873588,-111.3141277,13
56.71382277,-111.313544,4,56.70841736,-111.3135498,16
56.71350425,-111.3129661,14,56.70809885,-111.312972,3
56.71318574,-111.3123882,15,56.70778033,-111.3123942,1
56.71286722,-111.3118103,3,56.70746181,-111.3118164,21
56.7125487,-111.3112325,11,56.7071433,-111.3112386,20
56.71223019,-111.3106546,16,56.70682478,-111.3106608,18
56.71191167,-111.3100767,9,56.70650626,-111.310083,18
56.71159315,-111.3094989,17,56.70618775,-111.3095053,6
56.71127464,-111.308921,21,56.70586923,-111.3089275,12
56.71095612,-111.3083432,4,56.70555071,-111.3083498,8
56.7106376,-111.3077654,16,56.7052322,-111.307772,9
56.71031909,-111.3071876,7,56.70491368,-111.3071943,20
56.71700793,-111.318167,10,56.71160253,-111.3181722,15
56.71668942,-111.317589,12,56.71128401,-111.3175943,2
56.7163709,-111.317011,19,56.7109655,-111.3170164,7
56.71605238,-111.3164331,4,56.71064698,-111.3164385,11
56.71573387,-111.3158551,18,56.71032846,-111.3158606,12
56.71541535,-111.3152771,12,56.71000995,-111.3152827,10
56.71509684,-111.3146992,19,56.70969143,-111.3147048,16
56.71477832,-111.3141213,2,56.70937291,-111.314127,4
56.7144598,-111.3135433,6,56.7090544,-111.3135492,17
56.71414129,-111.3129654,20,56.70873588,-111.3129713,11
56.71382277,-111.3123875,12,56.70841736,-111.3123935,15
56.71350425,-111.3118096,10,56.70809885,-111.3118157,14
56.71318574,-111.3112317,21,56.70778033,-111.3112379,20
56.71286722,-111.3106538,3,56.70746181,-111.3106601,6
56.7125487,-111.310076,3,56.7071433,-111.3100823,12
56.71223019,-111.3094981,1,56.70682478,-111.3095045,15
56.71191167,-111.3089203,20,56.70650626,-111.3089268,18
56.71159315,-111.3083424,15,56.70618775,-111.308349,15
56.71127464,-111.3077646,13,56.70586923,-111.3077712,19
56.71095612,-111.3071868,13,56.70555071,-111.3071935,20
56.7106376,-111.306609,20,56.7052322,-111.3066158,16
56.71732645,-111.3175884,9,56.71192105,-111.3175936,0
56.71700793,-111.3170104,15,56.71160253,-111.3170157,20
56.71668942,-111.3164324,17,56.71128401,-111.3164378,4
56.7163709,-111.3158545,12,56.7109655,-111.3158599,19
56.71605238,-111.3152765,11,56.71064698,-111.3152821,8
56.71573387,-111.3146985,21,56.71032846,-111.3147042,18
56.71541535,-111.3141206,11,56.71000995,-111.3141263,8
56.71509684,-111.3135427,11,56.70969143,-111.3135485,0
56.71477832,-111.3129647,10,56.70937291,-111.3129706,11
56.7144598,-111.3123868,9,56.7090544,-111.3123928,2
56.71414129,-111.3118089,2,56.70873588,-111.311815,7
56.71382277,-111.311231,1,56.70841736,-111.3112371,4
56.71350425,-111.3106531,13,56.70809885,-111.3106593,10
56.71318574,-111.3100752,17,56.70778033,-111.3100815,7
56.71286722,-111.3094974,12,56.70746181,-111.3095038,0
56.7125487,-111.3089195,13,56.7071433,-111.308926,0
56.71223019,-111.3083417,2,56.70682478,-111.3083482,4
56.71191167,-111.3077638,7,56.70650626,-111.3077705,1
56.71159315,-111.307186,18,56.70618775,-111.3071927,6
56.71127464,-111.3066082,9,56.70586923,-111.306615,20
56.71095612,-111.3060304,21,56.70555071,-111.3060373,0
56.71764497,-111.3170098,4,56.71223956,-111.3170151,18
56.71732645,-111.3164318,16,56.71192105,-111.3164372,9
56.71700793,-111.3158538,5,56.71160253,-111.3158593,20
56.71668942,-111.3152758,3,56.71128401,-111.3152814,15
56.7163709,-111.3146979,5,56.7109655,-111.3147035,13
56.71605238,-111.3141199,17,56.71064698,-111.3141256,16
56.71573387,-111.313542,16,56.71032846,-111.3135478,7
56.71541535,-111.312964,7,56.71000995,-111.3129699,2
56.71509684,-111.3123861,17,56.70969143,-111.3123921,16
56.71477832,-111.3118082,2,56.70937291,-111.3118142,6
56.7144598,-111.3112303,12,56.7090544,-111.3112364,4
56.71414129,-111.3106524,11,56.70873588,-111.3106586,11
56.71382277,-111.3100745,18,56.70841736,-111.3100808,14
56.71350425,-111.3094966,2,56.70809885,-111.309503,1
56.71318574,-111.3089187,9,56.70778033,-111.3089252,0
56.71286722,-111.3083409,15,56.70746181,-111.3083474,13
56.7125487,-111.307763,7,56.7071433,-111.3077697,9
56.71223019,-111.3071852,8,56.70682478,-111.3071919,0
56.71191167,-111.3066074,17,56.70650626,-111.3066142,16
56.71159315,-111.3060296,14,56.70618775,-111.3060364,21
56.71127464,-111.3054517,2,56.70586923,-111.3054587,6
56.71796348,-111.3164312,10,56.71255808,-111.3164366,17
56.71764497,-111.3158532,19,56.71223956,-111.3158586,13
56.71732645,-111.3152752,0,56.71192105,-111.3152807,21
56.71700793,-111.3146972,1,56.71160253,-111.3147029,17
56.71668942,-111.3141192,12,56.71128401,-111.314125,16
56.7163709,-111.3135413,4,56.7109655,-111.3135471,17
56.71605238,-111.3129633,3,56.71064698,-111.3129692,20
56.71573387,-111.3123854,4,56.71032846,-111.3123914,9
56.71541535,-111.3118075,9,56.71000995,-111.3118135,21
56.71509684,-111.3112296,15,56.70969143,-111.3112357,4
56.71477832,-111.3106516,5,56.70937291,-111.3106579,21
56.7144598,-111.3100738,11,56.7090544,-111.3100801,20
56.71414129,-111.3094959,11,56.70873588,-111.3095023,5
56.71382277,-111.308918,15,56.70841736,-111.3089245,15
56.71350425,-111.3083401,2,56.70809885,-111.3083467,6
56.71318574,-111.3077623,18,56.70778033,-111.3077689,15
56.71286722,-111.3071844,18,56.70746181,-111.3071911,0
56.7125487,-111.3066066,16,56.7071433,-111.3066134,9
56.71223019,-111.3060287,16,56.70682478,-111.3060356,18
56.71191167,-111.3054509,9,56.70650626,-111.3054579,12
56.71159315,-111.3048731,5,56.70618775,-111.3048802,6
56.718282,-111.3158525,15,56.7128766,-111.315858,11
56.71796348,-111.3152745,12,56.71255808,-111.3152801,3
56.71764497,-111.3146965,5,56.71223956,-111.3147022,2
56.71732645,-111.3141186,8,56.71192105,-111.3141243,2
56.71700793,-111.3135406,10,56.71160253,-111.3135464,4
56.71668942,-111.3129626,13,56.71128401,-111.3129685,17
56.7163709,-111.3123847,1,56.7109655,-111.3123907,2
56.71605238,-111.3118068,12,56.71064698,-111.3118128,3
56.71573387,-111.3112288,11,56.71032846,-111.311235,3
56.71541535,-111.3106509,18,56.71000995,-111.3106571,4
56.71509684,-111.310073,9,56.70969143,-111.3100793,10
56.71477832,-111.3094951,6,56.70937291,-111.3095015,3
56.7144598,-111.3089172,20,56.7090544,-111.3089237,10
56.71414129,-111.3083393,13,56.70873588,-111.3083459,5
56.71382277,-111.3077615,7,56.70841736,-111.3077681,1
56.71350425,-111.3071836,18,56.70809885,-111.3071903,6
56.71318574,-111.3066058,17,56.70778033,-111.3066126,20
56.71286722,-111.3060279,17,56.70746181,-111.3060348,4
56.7125487,-111.3054501,0,56.7071433,-111.3054571,18
56.71223019,-111.3048723,7,56.70682478,-111.3048793,3
56.71191167,-111.3042945,18,56.70650626,-111.3043016,2
56.71860052,-111.3152739,6,56.71319511,-111.3152794,15
56.718282,-111.3146959,0,56.7128766,-111.3147015,6
56.71796348,-111.3141179,17,56.71255808,-111.3141236,4
56.71764497,-111.3135399,1,56.71223956,-111.3135457,8
56.71732645,-111.3129619,8,56.71192105,-111.3129678,10
56.71700793,-111.312384,7,56.71160253,-111.31239,11
56.71668942,-111.311806,4,56.71128401,-111.3118121,17
56.7163709,-111.3112281,16,56.7109655,-111.3112343,12
56.71605238,-111.3106502,20,56.71064698,-111.3106564,16
56.71573387,-111.3100723,6,56.71032846,-111.3100786,20
56.71541535,-111.3094944,2,56.71000995,-111.3095007,1
56.71509684,-111.3089165,5,56.70969143,-111.3089229,4
56.71477832,-111.3083386,12,56.70937291,-111.3083451,0
56.7144598,-111.3077607,0,56.7090544,-111.3077673,15
56.71414129,-111.3071828,1,56.70873588,-111.3071895,4
56.71382277,-111.306605,6,56.70841736,-111.3066118,6
56.71350425,-111.3060271,1,56.70809885,-111.306034,21
56.71318574,-111.3054493,4,56.70778033,-111.3054563,4
56.71286722,-111.3048714,7,56.70746181,-111.3048785,16
56.7125487,-111.3042936,17,56.7071433,-111.3043008,12
56.71223019,-111.3037158,0,56.70682478,-111.303723,13
56.71891903,-111.3146952,10,56.71351363,-111.3147009,16
56.71860052,-111.3141172,21,56.71319511,-111.3141229,5
56.718282,-111.3135392,14,56.7128766,-111.313545,4
56.71796348,-111.3129612,11,56.71255808,-111.3129671,4
56.71764497,-111.3123833,11,56.71223956,-111.3123893,17
56.71732645,-111.3118053,15,56.71192105,-111.3118114,15
56.71700793,-111.3112274,6,56.71160253,-111.3112335,13
56.71668942,-111.3106494,15,56.71128401,-111.3106557,0
56.7163709,-111.3100715,1,56.7109655,-111.3100778,9
56.71605238,-111.3094936,6,56.71064698,-111.3095,3
56.71573387,-111.3089157,7,56.71032846,-111.3089222,13
56.71541535,-111.3083378,12,56.71000995,-111.3083444,14
56.71509684,-111.3077599,12,56.70969143,-111.3077666,6
56.71477832,-111.307182,7,56.70937291,-111.3071888,17
56.7144598,-111.3066042,20,56.7090544,-111.306611,5
56.71414129,-111.3060263,9,56.70873588,-111.3060332,7
56.71382277,-111.3054485,11,56.70841736,-111.3054554,21
56.71350425,-111.3048706,7,56.70809885,-111.3048777,16
56.71318574,-111.3042928,20,56.70778033,-111.3042999,9
56.71286722,-111.303715,10,56.70746181,-111.3037222,7
56.7125487,-111.3031372,3,56.7071433,-111.3031445,5
